photograph,row,column,loc,ratio1,ratio2,CFUs,MCH,NP,date,time,treatment,cw/rw
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,12,"('a', 12)",ratio1,ratio2,15.315094016020343,5.161254150773376,10.153839865246967,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,11,"('a', 11)",ratio1,ratio2,0.6325066361241881,0.0,0.6325066361241881,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,10,"('a', 10)",ratio1,ratio2,0.10120106177987011,0.0,0.10120106177987011,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,9,"('a', 9)",ratio1,ratio2,9.690001665422562,3.398668991440638,6.291332673981925,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,8,"('a', 8)",ratio1,ratio2,1.062611148688636,0.0,1.062611148688636,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,7,"('a', 7)",ratio1,ratio2,4.419113031054328,1.5686164575879866,2.850496573466341,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,6,"('a', 6)",ratio1,ratio2,1.0963448359485928,0.0,1.0963448359485928,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,5,"('a', 5)",ratio1,ratio2,0.7084074324590908,0.0,0.7084074324590908,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,4,"('a', 4)",ratio1,ratio2,0.4469713561944263,0.0,0.4469713561944263,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,3,"('a', 3)",ratio1,ratio2,0.5734726834192639,0.0,0.5734726834192639,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,2,"('a', 2)",ratio1,ratio2,0.9445432432787877,0.0,0.9445432432787877,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,a,1,"('a', 1)",ratio1,ratio2,8.846659483923645,2.201123093712175,6.64553639021147,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,12,"('b', 12)",ratio1,ratio2,0.5060053088993506,0.0,0.5060053088993506,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,11,"('b', 11)",ratio1,ratio2,0.008433421814989175,0.0,0.008433421814989175,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,10,"('b', 10)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,9,"('b', 9)",ratio1,ratio2,0.008433421814989175,0.0,0.008433421814989175,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,8,"('b', 8)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,7,"('b', 7)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
